,blue_team,red_team,result
2227,GAM Esports,Team Flash,0
2228,Talon Esports,Machi Esports,1
2229,KT Rolster,DAMWON Gaming,0
2230,Invictus Gaming Young,Vici Gaming Potential,1
2231,Team WE Academy,Joy Dream,1
2232,SuperMassive Academy,İstanbul Wildcats Academy,0
2233,FunPlus Phoenix,Rogue Warriors,1
2234,GAM Esports,Team Flash,1
2235,Team WE Academy,Joy Dream,0
2236,Invictus Gaming Young,Vici Gaming Potential,1
2237,Machi Esports,Talon Esports,1
2238,İstanbul Wildcats Academy,SuperMassive Academy,1
2239,Royal Never Give Up,Suning,1
2240,GAM Esports,Team Flash,0
2241,Team WE Academy,Joy Dream,1
2242,Talon Esports,Machi Esports,1
2243,Royal Never Give Up,Suning,0
2244,Elements Pro Gaming,Unicorns Of Love.CIS,0
2245,SuperMassive Academy,İstanbul Wildcats Academy,0
2246,Royal Never Give Up,Suning,0
2247,Machi Esports,Talon Esports,1
2248,Elements Pro Gaming,Unicorns Of Love.CIS,0
2249,G2 Esports,MAD Lions,1
2250,Unicorns Of Love.CIS,Elements Pro Gaming,1
2251,G2 Esports,MAD Lions,1
2252,Vivo Keyd,paiN Gaming,1
2253,MAD Lions,G2 Esports,1
2254,G2 Esports,MAD Lions,1
2255,INTZ,KaBuM! e-Sports,0
2256,Flamengo Esports,Prodigy Esports,0
2257,Redemption eSports Porto Alegre,FURIA Esports,0
2258,Infinity Esports,Isurus,0
2259,Evil Geniuses,FlyQuest,0
2260,All Knights,Rainbow7,1
2261,Evil Geniuses,FlyQuest,0
2262,Isurus,XTEN Esports,1
2263,Evil Geniuses,FlyQuest,1
2264,Rainbow7,Infinity Esports,1
2265,FlyQuest,Evil Geniuses,1
2266,All Knights,XTEN Esports,1
2267,Victorious Gaming,Shu Dai Xiong Gaming,1
2268,LNG Academy,Young Miracles,1
2269,LGD Gaming,JD Gaming,0
2270,Young Miracles,LNG Academy,1
2271,LGD Gaming,JD Gaming,0
2272,Shu Dai Xiong Gaming,Victorious Gaming,1
2273,ahq eSports Club,Alpha Esports,0
2274,Victorious Gaming,Shu Dai Xiong Gaming,0
2275,LinGan e-Sports,Team WE,0
2276,Bilibili Gaming Junior,EDward Gaming,1
2277,LNG Academy,Young Miracles,0
2278,Team WE,EDward Gaming,0
2279,ahq eSports Club,Alpha Esports,1
2280,LinGan e-Sports,Bilibili Gaming Junior,0
2281,Oh My Dream,Triumphant Song Gaming,1
2282,İstanbul Wildcats Academy,Team AURORA Academy,1
2283,Team WE,EDward Gaming,1
2284,ahq eSports Club,Alpha Esports,1
2285,Triumphant Song Gaming,Oh My Dream,0
2286,İstanbul Wildcats Academy,Team AURORA Academy,1
2287,Invictus Gaming,LNG Esports,0
2288,Invictus Gaming,LNG Esports,1
2289,RoX,Gambit Esports,1
2290,Team AURORA Academy,İstanbul Wildcats Academy,0
2291,Hong Kong Attitude,Berjaya Dragons,1
2292,Invictus Gaming,LNG Esports,1
2293,Hong Kong Attitude,Berjaya Dragons,1
2294,RoX,Gambit Esports,1
2295,Fnatic,G2 Esports,0
2296,RoX,Gambit Esports,1
2297,Fnatic,G2 Esports,0
2298,KaBuM! e-Sports,Prodigy Esports,1
2299,Fnatic,G2 Esports,0
2300,Flamengo Esports,FURIA Esports,1
2301,INTZ,Vivo Keyd,1
2302,Redemption eSports Porto Alegre,paiN Gaming,1
2303,Rainbow7,Isurus,1
2304,Cloud9,FlyQuest,1
2305,XTEN Esports,Infinity Esports,0
2306,Cloud9,FlyQuest,1
2307,FlyQuest,Cloud9,0
2308,Isurus,All Knights,0
2309,XTEN Esports,Rainbow7,0
2310,Infinity Esports,All Knights,1
2311,Rogue Warriors,LGD Gaming,1
2312,DRX,DAMWON Gaming,1
2313,Team Dynamics,Element Mystic,1
2314,LGD Gaming,Rogue Warriors,1
2315,Element Mystic,Team Dynamics,0
2316,Rogue Warriors,LGD Gaming,1
2317,DRX,DAMWON Gaming,1
2318,Team Dynamics,Element Mystic,1
2319,Team WE,Oh My God,0
2320,DRX,DAMWON Gaming,0
2321,Oh My God,Team WE,0
2322,DRX,DAMWON Gaming,0
2323,Team WE,Oh My God,1
2324,DRX,DAMWON Gaming,1
2325,FunPlus Phoenix,Top Esports,0
2326,Top Esports,FunPlus Phoenix,1
2327,RED Canids,Santos e-Sports,1
2328,Team oNe eSports,Intergalaxy Tigers Gaming,1
2329,Havan Liberty Gaming,Falkol,0
2330,Gama Dream,Dominus Esports Young,1
2331,Victorious Gaming,eStar Young,1
2332,hyFresh Blade,Spear Gaming,1
2333,eStar Young,Victorious Gaming,1
2334,Dominus Esports Young,Gama Dream,0
2335,Spear Gaming,hyFresh Blade,1
2336,eStar Young,Victorious Gaming,0
2337,FunPlus Phoenix Blaze,Invictus Gaming Young,1
2338,hyFresh Blade,Spear Gaming,0
2339,Royal Club,Vici Gaming Potential,0
2340,Invictus Gaming Young,FunPlus Phoenix Blaze,1
2341,Spear Gaming,hyFresh Blade,1
2342,Vici Gaming Potential,Royal Club,1
2343,FunPlus Phoenix Blaze,Invictus Gaming Young,1
2344,Intergalaxy Tigers Gaming,Santos e-Sports,0
2345,Issue is Critical,First Blood Crusade,0
2346,Team oNe eSports,Havan Liberty Gaming,0
2347,First Blood Crusade,Issue is Critical,1
2348,Issue is Critical,First Blood Crusade,0
2349,Falkol,RED Canids,0
2350,WanZhen Esports Club,Legend Esport Gaming,1
2351,T1,DRX,1
2352,LNG Academy,Bilibili Gaming Junior,0
2353,Legend Esport Gaming,WanZhen Esports Club,0
2354,LNG Academy,Bilibili Gaming Junior,0
2355,DRX,T1,0
2356,Triumphant Song Gaming,V5 87,0
2357,Joy Dream,Suning-S,0
2358,Team WE,eStar,1
2359,T1,DRX,0
2360,V5 87,Triumphant Song Gaming,1
2361,Joy Dream,Team WE,1
2362,Suning-S,eStar,0
2363,DRX,T1,0
2364,Joy Dream,Suning-S,1
2365,eStar,Team WE,1
2366,Team WE,eStar,1
2367,Movistar Riders,FC Schalke 04 Evolution,1
2368,Team Singularity,K1ck Neosurf,0
2369,SuppUp eSports,mousesports,0
2370,eSuba,Fnatic Rising,0
2371,LDLC OL,Vodafone Giants.Spain,0
2372,AGO ROGUE,Defusekids,1
2373,All Combo,Team WE Academy,0
2374,Oh My Dream,Rogue Warriors Shark,1
2375,Team Dynamics,Spear Gaming,1
2376,Rogue Warriors Shark,Oh My Dream,0
2377,All Combo,Team WE Academy,0
2378,Spear Gaming,Team Dynamics,0
2379,Young Miracles,Shu Dai Xiong Gaming,0
2380,LGD Gaming Young Team,EDward Gaming,1
2381,EDG Youth Team,Royal Never Give Up,0
2382,Team Dynamics,Spear Gaming,0
2383,Young Miracles,Shu Dai Xiong Gaming,0
2384,LGD Gaming Young Team,EDG Youth Team,1
2385,EDward Gaming,Royal Never Give Up,1
2386,Spear Gaming,Team Dynamics,0
2387,EDward Gaming,Royal Never Give Up,0
2388,Royal Never Give Up,EDward Gaming,0
2389,BT Excel,GamersOrigin,0
2390,YDN Esports,Team GamerLegion,0
2391,FC Schalke 04 Evolution,Team Singularity,1
2392,Movistar Riders,K1ck Neosurf,0
2393,Fnatic Rising,SuppUp eSports,0
2394,mousesports,eSuba,1
2395,Dire Wolves,Legacy Esports,0
2396,V5 87,Victorious Gaming,1
2397,Legend Esport Gaming,Bilibili Gaming Junior,1
2398,Legacy Esports,Dire Wolves,1
2399,Victorious Gaming,V5 87,0
2400,Bilibili Gaming Junior,Legend Esport Gaming,1
2401,Dire Wolves,Legacy Esports,1
2402,Legend Esport Gaming,Bilibili Gaming Junior,1
2403,LNG Academy,eStar Young,1
2404,Dire Wolves,Legacy Esports,0
2405,Top Esports,Team WE,0
2406,LNG Academy,eStar Young,0
2407,Dominus Esports Young,Invictus Gaming Young,1
2408,Top Esports,Team WE,1
2409,LNG Academy,eStar Young,0
2410,Team WE,Top Esports,0
2411,Invictus Gaming Young,Dominus Esports Young,1
2412,Dominus Esports Young,Invictus Gaming Young,1
2413,Team WE,Top Esports,0
2414,SuppUp eSports,eSuba,1
2415,FURIA Esports,Vivo Keyd,0
2416,mousesports,Fnatic Rising,0
2417,KaBuM! e-Sports,paiN Gaming,1
2418,Vodafone Giants.Spain,Defusekids,1
2419,LDLC OL,AGO ROGUE,1
2420,Redemption eSports Porto Alegre,Flamengo Esports,0
2421,Prodigy Esports,INTZ,1
2422,BT Excel,Team GamerLegion,0
2423,GamersOrigin,YDN Esports,1
2424,Oh My Dream,Shu Dai Xiong Gaming,0
2425,LGD Gaming Young Team,FunPlus Phoenix Blaze,1
2426,T1,Gen.G,1
2427,Shu Dai Xiong Gaming,Oh My Dream,0
2428,LGD Gaming Young Team,FunPlus Phoenix Blaze,0
2429,Oh My Dream,Shu Dai Xiong Gaming,0
2430,LGD Gaming Young Team,FunPlus Phoenix Blaze,1
2431,FunPlus Phoenix,EDward Gaming,1
2432,T1,Gen.G,1
2433,Rogue Warriors Shark,LinGan e-Sports,1
2434,Royal Club,EDG Youth Team,0
2435,EDward Gaming,FunPlus Phoenix,0
2436,Gen.G,T1,0
2437,LinGan e-Sports,Rogue Warriors Shark,0
2438,EDG Youth Team,Royal Club,1
2439,EDward Gaming,FunPlus Phoenix,1
2440,FunPlus Phoenix,EDward Gaming,1
2441,YDN Esports,BT Excel,1
2442,Flamengo Esports,KaBuM! e-Sports,0
2443,Team GamerLegion,GamersOrigin,0
2444,Vivo Keyd,Redemption eSports Porto Alegre,0
2445,Team Singularity,Movistar Riders,0
2446,INTZ,FURIA Esports,0
2447,K1ck Neosurf,FC Schalke 04 Evolution,0
2448,paiN Gaming,Prodigy Esports,1
2449,Vodafone Giants.Spain,AGO ROGUE,1
2450,Infinity Esports,Isurus,1
2451,Defusekids,LDLC OL,0
2452,Isurus,Infinity Esports,1
2453,Infinity Esports,Isurus,0
2454,Isurus,Infinity Esports,1
2455,Young Miracles,Suning-S,1
2456,Gama Dream,Team WE Academy,0
2457,Gama Dream,Team WE Academy,1
2458,Suning-S,Young Miracles,1
2459,Gama Dream,Team WE Academy,0
2460,Young Miracles,Suning-S,0
2461,Invictus Gaming,Top Esports,0
2462,Vici Gaming Potential,Joy Dream,0
2463,Invictus Gaming,Top Esports,0
2464,All Combo,WanZhen Esports Club,0
2465,Vici Gaming Potential,Invictus Gaming,0
2466,Joy Dream,Top Esports,1
2467,WanZhen Esports Club,All Combo,1
2468,Top Esports,Invictus Gaming,1
2469,RoX,Unicorns Of Love.CIS,0
2470,Prodigy Esports,Redemption eSports Porto Alegre,1
2471,RoX,Unicorns Of Love.CIS,0
2472,FURIA Esports,paiN Gaming,1
2473,RoX,Unicorns Of Love.CIS,0
2474,Vivo Keyd,KaBuM! e-Sports,0
2475,INTZ,Flamengo Esports,0
2476,Rainbow7,Isurus,1
2477,Rainbow7,Isurus,0
2478,Rainbow7,Isurus,0
2479,Rainbow7,Isurus,0
2480,JD Gaming,FunPlus Phoenix,1
2481,FunPlus Phoenix,JD Gaming,0
2482,Team AURORA,SuperMassive Esports,1
2483,FunPlus Phoenix,JD Gaming,0
2484,Team AURORA,SuperMassive Esports,0
2485,Team AURORA,SuperMassive Esports,1
2486,Team AURORA,SuperMassive Esports,1
2487,Team oNe eSports,Santos e-Sports,1
2488,RED Canids,Havan Liberty Gaming,1
2489,Intergalaxy Tigers Gaming,Falkol,0
2490,All Combo,EDG Youth Team,0
2491,SANDBOX Gaming,Team Dynamics,0
2492,LinGan e-Sports,Young Miracles,0
2493,All Combo,EDG Youth Team,1
2494,Young Miracles,LinGan e-Sports,1
2495,Team Dynamics,SANDBOX Gaming,1
2496,All Combo,EDG Youth Team,0
2497,Suning-S,Oh My Dream,0
2498,Griffin,Seorabeol Gaming,1
2499,Royal Club,Victorious Gaming,1
2500,Suning-S,Oh My Dream,1
2501,Galakticos,İstanbul Wildcats,0
2502,Victorious Gaming,Royal Club,0
2503,Suning-S,Oh My Dream,1
2504,Seorabeol Gaming,Griffin,1
2505,Griffin,Seorabeol Gaming,0
2506,İstanbul Wildcats,Galakticos,1
2507,Galakticos,İstanbul Wildcats,0
2508,Santos e-Sports,Falkol,1
2509,Team oNe eSports,RED Canids,1
2510,Intergalaxy Tigers Gaming,Havan Liberty Gaming,0
2511,Team Dynamics,Seorabeol Gaming,1
2512,Invictus Gaming Young,Legend Esport Gaming,1
2513,WanZhen Esports Club,Gama Dream,1
2514,WanZhen Esports Club,Gama Dream,1
2515,Legend Esport Gaming,Invictus Gaming Young,0
2516,Seorabeol Gaming,Team Dynamics,0
2517,Joy Dream,FunPlus Phoenix Blaze,1
2518,FunPlus Phoenix,Invictus Gaming,1
2519,Shu Dai Xiong Gaming,Dominus Esports Young,1
2520,SANDBOX Gaming,Griffin,1
2521,FunPlus Phoenix Blaze,Invictus Gaming,0
2522,Joy Dream,FunPlus Phoenix,1
2523,Shu Dai Xiong Gaming,Dominus Esports Young,0
2524,Dominus Esports Young,Shu Dai Xiong Gaming,1
2525,Invictus Gaming,FunPlus Phoenix,0
2526,Griffin,SANDBOX Gaming,0
2527,Defusekids,Vodafone Giants.Spain,0
2528,AGO ROGUE,LDLC OL,1
2529,Vodafone Giants.Spain,LDLC OL,0
2530,Defusekids,AGO ROGUE,0
2531,AGO ROGUE,Vodafone Giants.Spain,1
2532,LDLC OL,Defusekids,1
2533,Falkol,Team oNe eSports,0
2534,Santos e-Sports,Havan Liberty Gaming,1
2535,Intergalaxy Tigers Gaming,RED Canids,1
2536,SANDBOX Gaming,Seorabeol Gaming,1
2537,Triumphant Song Gaming,eStar Young,0
2538,Rogue Warriors Shark,Bilibili Gaming Junior,0
2539,Bilibili Gaming Junior,Rogue Warriors Shark,1
2540,eStar Young,Triumphant Song Gaming,1
2541,SANDBOX Gaming,Seorabeol Gaming,1
2542,V5 87,Vici Gaming Potential,0
2543,LGD Gaming Young Team,Team WE Academy,0
2544,Seorabeol Gaming,SANDBOX Gaming,0
2545,Vici Gaming Potential,V5 87,0
2546,LGD Gaming Young Team,Team WE Academy,0
2547,V5 87,Vici Gaming Potential,0
2548,Team GamerLegion,BT Excel,0
2549,YDN Esports,GamersOrigin,1
2550,Team GamerLegion,YDN Esports,1
2551,GamersOrigin,BT Excel,0
2552,BT Excel,YDN Esports,1
2553,GamersOrigin,Team GamerLegion,1
2554,Team GamerLegion,BT Excel,0
2555,Team Singularity,FC Schalke 04 Evolution,0
2556,K1ck Neosurf,Movistar Riders,0
2557,FC Schalke 04 Evolution,Movistar Riders,1
2558,K1ck Neosurf,Team Singularity,1
2559,FC Schalke 04 Evolution,K1ck Neosurf,0
2560,Movistar Riders,Team Singularity,1
2561,ahq eSports Club,Hong Kong Attitude,1
2562,Hong Kong Attitude,ahq eSports Club,0
2563,Talon Esports,ahq eSports Club,1
2564,JD Gaming,Top Esports,1
2565,ahq eSports Club,Talon Esports,1
2566,Top Esports,JD Gaming,1
2567,Talon Esports,ahq eSports Club,0
2568,JD Gaming,Top Esports,0
2569,Talon Esports,ahq eSports Club,1
2570,JD Gaming,Top Esports,1
2571,ahq eSports Club,Talon Esports,0
2572,Top Esports,JD Gaming,0
2573,Vivo Keyd,KaBuM! e-Sports,0
2574,mousesports,SuppUp eSports,1
2575,Fnatic Rising,eSuba,1
2576,Fnatic Rising,mousesports,0
2577,Vivo Keyd,KaBuM! e-Sports,0
2578,eSuba,SuppUp eSports,0
2579,Vivo Keyd,KaBuM! e-Sports,0
2580,eSuba,mousesports,0
2581,Isurus,All Knights,1
2582,SuppUp eSports,Fnatic Rising,0
2583,Isurus,All Knights,0
2584,Isurus,All Knights,0
2585,Isurus,All Knights,1
2586,Isurus,All Knights,0
2587,V3 Esports,DetonatioN FocusMe,0
2588,Machi Esports,Talon Esports,1
2589,DetonatioN FocusMe,V3 Esports,0
2590,Talon Esports,Machi Esports,1
2591,V3 Esports,DetonatioN FocusMe,0
2592,Machi Esports,Talon Esports,0
2593,DetonatioN FocusMe,V3 Esports,1
2594,Machi Esports,Talon Esports,1
2595,Talon Esports,Machi Esports,1
2596,LDLC OL,Vodafone Giants.Spain,1
2597,Flamengo Esports,FURIA Esports,1
2598,AGO ROGUE,LDLC OL,0
2599,FURIA Esports,Flamengo Esports,0
2600,FC Schalke 04 Evolution,Movistar Riders,0
2601,FURIA Esports,Flamengo Esports,0
2602,Movistar Riders,K1ck Neosurf,1
2603,Sengoku Gaming,DetonatioN FocusMe,0
2604,Sengoku Gaming,DetonatioN FocusMe,0
2605,DetonatioN FocusMe,Sengoku Gaming,0
2606,1907 Fenerbahçe Esports,Team AURORA,0
2607,Sengoku Gaming,DetonatioN FocusMe,0
2608,1907 Fenerbahçe Esports,Team AURORA,1
2609,1907 Fenerbahçe Esports,Team AURORA,0
2610,1907 Fenerbahçe Esports,Team AURORA,1
2611,Team AURORA,1907 Fenerbahçe Esports,0
2612,Falkol,Havan Liberty Gaming,0
2613,100 Thieves Next,Empyreans,1
2614,Life Support,Sad Squidward,1
2615,Santos e-Sports,RED Canids,1
2616,Sad Squidward,Life Support,0
2617,Empyreans,100 Thieves Next,0
2618,Team oNe eSports,Intergalaxy Tigers Gaming,1
2619,İstanbul Wildcats,Dark Passage,1
2620,Dark Passage,İstanbul Wildcats,0
2621,İstanbul Wildcats,Dark Passage,1
2622,mousesports,AGO ROGUE,0
2623,mousesports,AGO ROGUE,0
2624,BT Excel,LDLC OL,0
2625,LDLC OL,BT Excel,1
2626,Intergalaxy Tigers Gaming,Santos e-Sports,0
2627,Falkol,RED Canids,1
2628,Havan Liberty Gaming,Team oNe eSports,1
2629,Fnatic Rising,Movistar Riders,1
2630,Fnatic Rising,Movistar Riders,0
2631,Fnatic Rising,Movistar Riders,0
2632,K1ck Neosurf,GamersOrigin,1
2633,K1ck Neosurf,GamersOrigin,0
2634,K1ck Neosurf,GamersOrigin,1
2635,Flamengo Esports,KaBuM! e-Sports,0
2636,LDLC OL,AGO ROGUE,0
2637,LDLC OL,AGO ROGUE,1
2638,KaBuM! e-Sports,Flamengo Esports,1
2639,LDLC OL,AGO ROGUE,1
2640,Movistar Riders,K1ck Neosurf,0
2641,Flamengo Esports,KaBuM! e-Sports,0
2642,K1ck Neosurf,Movistar Riders,1
2643,LDLC OL,K1ck Neosurf,1
2644,LDLC OL,K1ck Neosurf,1
2645,LDLC OL,K1ck Neosurf,1
2646,1907 Fenerbahçe Esports,İstanbul Wildcats,1
2647,1907 Fenerbahçe Esports,İstanbul Wildcats,1
2648,1907 Fenerbahçe Esports,İstanbul Wildcats,1
2649,Falkol,Santos e-Sports,0
2650,Falkol,Santos e-Sports,0
2651,Falkol,Santos e-Sports,0
2652,100 Thieves Next,Maryville University,1
2653,Life Support,Charlotte Phoenix,1
2654,100 Thieves Next,Maryville University,1
2655,Charlotte Phoenix,Life Support,0
2656,Havan Liberty Gaming,Team oNe eSports,0
2657,Havan Liberty Gaming,Team oNe eSports,1
2658,Havan Liberty Gaming,Team oNe eSports,0
2659,Team oNe eSports,Havan Liberty Gaming,1
2660,100 Thieves Next,FrostFire,1
2661,Dark Matter,Maryville University,0
2662,Charlotte Phoenix,Empyreans,1
2663,Radiance,Slaughter House,1
2664,Polar Ace,Full Spectrum,0
2665,Mirage Sport Électronique,Life Support,1
2666,Supernova,Team Fish Taco,1
2667,Maryville University,Dark Matter,1
2668,Slaughter House,Radiance,0
2669,Empyreans,Charlotte Phoenix,1
2670,Full Spectrum,Polar Ace,0
2671,Life Support,Mirage Sport Électronique,0
2672,Team Fish Taco,Supernova,0
2673,FrostFire,100 Thieves Next,0
2674,Empyreans,Charlotte Phoenix,0
2675,Polar Ace,Full Spectrum,0
2676,unknown team,Rensga eSports,0
2677,Rensga eSports,unknown team,1
2678,Rensga eSports,unknown team,1
2679,Havan Liberty Academy,unknown team,1
2680,unknown team,unknown team,1
2681,unknown team,unknown team,1
2682,unknown team,unknown team,1
2683,unknown team,Havan Liberty Academy,0
2684,unknown team,unknown team,0
2685,unknown team,Havan Liberty Academy,1
2686,unknown team,unknown team,1
2687,unknown team,unknown team,1
2688,unknown team,Havan Liberty Academy,0
2689,unknown team,unknown team,1
2690,ANEW Esports,Wildcard Gaming,1
2691,Wildcard Gaming,ANEW Esports,0
2692,Havan Liberty Academy,Rensga eSports,0
2693,Havan Liberty Academy,Rensga eSports,1
2694,Rensga eSports,Havan Liberty Academy,0
2695,Rensga eSports,Havan Liberty Academy,1
2696,unknown team,unknown team,1
2697,Rensga eSports,Havan Liberty Academy,1
2698,unknown team,unknown team,0
2699,unknown team,unknown team,1
2700,FrostFire,Full Spectrum,0
2701,Dark Matter,Mirage Sport Électronique,0
2702,Full Spectrum,FrostFire,0
2703,Mirage Sport Électronique,Dark Matter,1
2704,FrostFire,Full Spectrum,0
2705,Team oNe eSports,Santos e-Sports,0
2706,Team oNe eSports,Santos e-Sports,0
2707,Team oNe eSports,Santos e-Sports,0
2708,ConViction,Wildcard Gaming,1
2709,Wildcard Gaming,ConViction,1
2710,ConViction,Wildcard Gaming,0
2711,unknown team,RED Canids,0
2712,unknown team,RED Canids,0
2713,unknown team,RED Canids,0
2714,Intergalaxy Tigers Gaming,Rensga eSports,0
2715,Intergalaxy Tigers Gaming,Rensga eSports,0
2716,Intergalaxy Tigers Gaming,Rensga eSports,0
2717,INTZ,Team oNe eSports,1
2718,Team oNe eSports,INTZ,1
2719,INTZ,Team oNe eSports,0
2720,Team oNe eSports,INTZ,0
2721,Polar Ace,Team Fish Taco,1
2722,Wildcard Gaming,Dark Matter,0
2723,Charlotte Phoenix,Mirage Sport Électronique,0
2724,Full Spectrum,Supernova,1
2725,ANEW Esports,Maryville University,0
2726,100 Thieves Next,Slaughter House,1
2727,Team oNe eSports,INTZ,0
2728,Mirage Sport Électronique,Charlotte Phoenix,0
2729,Slaughter House,100 Thieves Next,0
2730,Maryville University,ANEW Esports,1
2731,Team Fish Taco,Polar Ace,0
2732,Supernova,Full Spectrum,1
2733,Dark Matter,Wildcard Gaming,0
2734,Charlotte Phoenix,Mirage Sport Électronique,1
2735,Full Spectrum,Supernova,0
2736,Wildcard Gaming,Dark Matter,0
2737,Chiefs Academy,UQ Union,0
2738,Legacy Genesis,RMIT Redbacks,1
2739,QUT Tigers,Dire Cubs,0
2740,ORDER Academy,Gravitas Academy,1
2741,UTS Esports,Mammoth Academy,0
2742,Empyreans,Life Support,1
2743,Life Support,Empyreans,0
2744,Maryville University,Wildcard Gaming,1
2745,Wildcard Gaming,Maryville University,0
2746,100 Thieves Next,Radiance,1
2747,Team Fish Taco,Full Spectrum,0
2748,Polar Ace,Supernova,0
2749,Life Support,Charlotte Phoenix,1
2750,ANEW Esports,Dark Matter,1
2751,Mirage Sport Électronique,World Class Empyreans,1
2752,Dark Matter,ANEW Esports,0
2753,Radiance,100 Thieves Next,1
2754,Full Spectrum,Team Fish Taco,1
2755,Supernova,Polar Ace,1
2756,Slaughter House,FrostFire,0
2757,Charlotte Phoenix,Life Support,1
2758,World Class Empyreans,Mirage Sport Électronique,0
2759,FrostFire,Slaughter House,1
2760,Life Support,Charlotte Phoenix,1
2761,100 Thieves Next,Radiance,1
2762,Talon Esports,Machi Esports,1
2763,Team Flash,Talon Esports,0
2764,GAM Esports,Machi Esports,0
2765,GAM Esports,Team Flash,0
2766,Machi Esports,Team Flash,0
2767,Talon Esports,GAM Esports,1
2768,unknown team,Jin Air Green Wings,0
2769,FunPlus Phoenix,T1,0
2770,unknown team,Jin Air Green Wings,0
2771,unknown team,Jin Air Green Wings,0
2772,RunAway,WhereAreyouFrom,1
2773,UQ Union,Gravitas Academy,0
2774,GAM Esports,Talon Esports,0
2775,RunAway,WhereAreyouFrom,0
2776,RMIT Redbacks,Mammoth Academy,0
2777,Top Esports,DAMWON Gaming,1
2778,Chiefs Academy,UTS Esports,1
2779,RunAway,WhereAreyouFrom,1
2780,T1,DAMWON Gaming,0
2781,Team Flash,Machi Esports,0
2782,Legacy Genesis,Pentanet.GG Rise,0
2783,WhereAreyouFrom,RunAway,0
2784,Team Flash,GAM Esports,0
2785,Top Esports,FunPlus Phoenix,0
2786,QUT Tigers,ORDER Academy,1
2787,Machi Esports,Talon Esports,1
2788,DAMWON Gaming,FunPlus Phoenix,0
2789,T1,Top Esports,0
2790,Talon Esports,Team Flash,1
2791,Machi Esports,GAM Esports,1
2792,JD Gaming,Gen.G,0
2793,Invictus Gaming,DRX,0
2794,Machi Esports,Team Flash,1
2795,DRX,Gen.G,1
2796,JD Gaming,Invictus Gaming,1
2797,Machi Esports,Team Flash,0
2798,Machi Esports,Team Flash,0
2799,Invictus Gaming,Gen.G,0
2800,Team Flash,Machi Esports,1
2801,DRX,JD Gaming,0
2802,Gen.G,DRX,1
2803,DRX,JD Gaming,0
2804,FunPlus Phoenix,JD Gaming,0
2805,FunPlus Phoenix,JD Gaming,1
2806,JD Gaming,FunPlus Phoenix,0
2807,JD Gaming,FunPlus Phoenix,0
2808,Talon Esports,Team Flash,1
2809,Gen.G,Top Esports,0
2810,Gen.G,Top Esports,0
2811,Team Flash,Talon Esports,1
2812,Top Esports,Gen.G,1
2813,Talon Esports,Team Flash,1
2814,Team Flash,Talon Esports,0
2815,FunPlus Phoenix,Top Esports,0
2816,FunPlus Phoenix,Top Esports,1
2817,Top Esports,FunPlus Phoenix,1
2818,FunPlus Phoenix,Top Esports,0
2819,Radiance,Dark Matter,1
2820,Charlotte Phoenix,unknown team,1
2821,Maryville University,Team Fish Taco,1
2822,Supernova,FrostFire,1
2823,XT Esports,Life Support,1
2824,Mirage Sport Électronique,Slaughter House,1
2825,unknown team,Wildcard Gaming,1
2826,Team Fish Taco,Maryville University,0
2827,Slaughter House,Mirage Sport Électronique,0
2828,FrostFire,Supernova,1
2829,Dark Matter,Radiance,0
2830,unknown team,Charlotte Phoenix,1
2831,Wildcard Gaming,unknown team,1
2832,Life Support,XT Esports,1
